c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment
8074|Customer#000008074|DwhZe67fD360goWuxaitFcu9dS7gpNdC3p5il|21|31-371-298-4417|3175.47|HOUSEHOLD| ironic foxes at the even packages affix furiously against the furiously even excuses. carefully pending foxes subl
8075|Customer#000008075|u 7MeAwVV4Eu1rbqTlxA84|8|18-637-597-6271|7132.46|AUTOMOBILE| quickly quick packages. regular, regular pinto beans haggle furiously carefully ironi
8076|Customer#000008076|Hi a5qGC0qd|5|15-366-347-5855|6328.11|FURNITURE|bold, special accounts sleep furiously. unusual sentiments are slyly. unusu
8077|Customer#000008077|edssnD7kOIlSvDZBKZ7Yzx6JV6FnOw|3|13-258-977-8389|6509.53|AUTOMOBILE|ide of the carefully express pinto beans cajole slyly above the ruthlessly express
8078|Customer#000008078|3A6BHkiH9akq,cSsGowPNMTL|7|17-880-770-1666|8711.39|AUTOMOBILE|le about the carefully regular dependencies. furiously express packages dazzl
8079|Customer#000008079|hDK6NaKT59KYCRDLo8Uw2Hu9W VZpRzO6p|23|33-456-744-4876|401.66|FURNITURE|its integrate. furiously regular depend
8080|Customer#000008080|Ice97ofHK6MTWammUTPhZ |15|25-140-588-2480|5592.15|MACHINERY|fily ironic deposits. ideas print slyly even accounts. ironic account
8081|Customer#000008081|QFVpm Q7ZKmz4XypMwfdpSaC EkrmFbQcxC|4|14-688-275-9540|1281.95|HOUSEHOLD|nic ideas since the final deposits detect according to the si
8082|Customer#000008082|6vrZSvj4 G esBc6|13|23-978-252-5657|5610.32|MACHINERY|ounts. carefully special packages breach furiousl
8083|Customer#000008083|9c94qY4k9RguyS7cfTY94LuWoAtw8H5VT|20|30-601-313-7665|9647.35|MACHINERY|fily unusual accounts. blithe deposits sleep
8084|Customer#000008084|XDcA64Niqidup|19|29-150-606-3862|1048.43|FURNITURE| even, final requests about the slyly ironic requests nag blithely special deposits. furiously unusual packa
8085|Customer#000008085|VEBvIGr8w6R9t6wL55i,o5IR yLxUpa|13|23-348-985-2503|7839.73|MACHINERY|refully express theodolites along the s
8086|Customer#000008086|29VlaK4sn,Ekxd hAPEqmdEKso7LJzWTxtaJ|16|26-360-190-2189|2322.65|HOUSEHOLD|posits grow furiously. express, even requests sleep carefully regular fox
8087|Customer#000008087|rgWSJW5pFwYbzzs3ZqIWD3w5lXGqAnX9|18|28-498-654-9617|6722.06|BUILDING|regular accounts wake quickly regular requests. ironic, silent accounts affix carefully afte
8088|Customer#000008088|OFLzEEfV1JqRyBSer1aG4ikXkI6mNGg|1|11-275-325-5415|5688.96|HOUSEHOLD|ithely regular foxes; even deposits detect quick hockey players. unusual accounts may det
8089|Customer#000008089|h651QraPxJdrw9N7tbyuVnaJx|24|34-840-720-5454|317.48|AUTOMOBILE| even, ironic pains. quickly final packages breach.
8090|Customer#000008090|D0OetE7HQofmdlWaVd ZLrC0|10|20-601-496-2472|9852.55|HOUSEHOLD|ly ironic packages. express theodolites wake furiously special foxes.
8091|Customer#000008091|tutDE5CEk00mnWJAYlKC5hvL1EWYy h|8|18-303-870-9819|6907.98|MACHINERY|ounts. quickly pending excuses haggle. furiou
8092|Customer#000008092|jq1gwKQxyfPHD PRVjX0904|10|20-764-894-1875|6528.08|FURNITURE| quickly among the fluffily ironic requests. express
8093|Customer#000008093|SD3nqBUvXsyAetjXJ xwihzQgPOh1vlsZG8|2|12-141-891-4759|1517.46|BUILDING|ctions. ironic requests above the fluffily final asymptotes affix accor
8094|Customer#000008094|k56XySeuxjS|4|14-481-663-8850|3941.74|MACHINERY| the even deposits. hockey players after the quickly even asymptotes sleep s
8095|Customer#000008095|vuXfUEnIiapDt8SEMttf0EpR298w7suLX5Rg5umk|12|22-245-863-2195|4895.19|MACHINERY|al, even pinto beans doubt slyly final, regular Tiresias. ironic asymptotes use slyly quickly regula
8096|Customer#000008096|mmqDEP0zvOl1HzxERhYyIgAraPJ5mh |0|10-912-605-2020|2471.68|BUILDING|ages. furiously special instructi
8097|Customer#000008097|2fEn0iqHd1tKE9OC|23|33-887-210-4602|3561.31|HOUSEHOLD|x across the carefully pending ideas. slyly ironic theodolites 
8098|Customer#000008098|t1iLef8ZcEZNCfdgmXr10a|3|13-309-459-3448|1943.34|HOUSEHOLD|counts haggle along the packages. regular, pending packages haggle sly
8099|Customer#000008099|dOJgYBoaNPLi45x7,oFU YB7GphN8r|4|14-751-499-1647|681.44|HOUSEHOLD|ns boost according to the slyly regular accounts-- f
8100|Customer#000008100|ItvcwumNqLC3HsawfFQOR6eDgkPEgNBqHlONt,26|8|18-476-435-1081|-29.98|BUILDING|the dolphins. ironic foxes cajole slyly even foxes. quickly special packages according to 
8101|Customer#000008101|36DQEFjdP1C1CiQppr6FVdH4|2|12-937-117-6093|135.27|AUTOMOBILE| ironic asymptotes haggle slyly between the fluffily pending instructions. pending, final deposits among the id
8102|Customer#000008102|USTGyc w Oq|0|10-555-471-7227|5373.45|BUILDING|hely above the slyly regular requests. furiously idle accounts thrash slyly deposits. pinto beans affix furiously.
8103|Customer#000008103|61QpWx8PMW3gHMmSQHrjoBPsfDbcUpvF1JUCH,RA|14|24-819-761-9421|-351.41|MACHINERY|aggle slyly after the blithely even c
8104|Customer#000008104|i9N ydwBHEtbk|5|15-127-289-5957|9798.61|MACHINERY|c accounts boost regular deposits. blithely regular asymptotes 
8105|Customer#000008105|ZLNBNBhrtExFHAJHviPIOU0AZM3egFzf0s9H3O3p|16|26-763-255-7735|2345.11|FURNITURE|arefully regular foxes are furiously. quickly even deposits dazzle furiously s
8106|Customer#000008106|UPAYLb9BoZ,FR8IjBldLuF|4|14-231-235-7524|-685.72|AUTOMOBILE|ular deposits according to the final theodoli
8107|Customer#000008107|mAmYfsoGQTZoyjoXRdHNSMpGURoRZPBUSX |23|33-499-896-6718|1072.54|HOUSEHOLD|lets. regular foxes cajole quickly across the carefully regular accounts. bold instruction
8108|Customer#000008108|Pu2xiGfFiyzGVjict4nHDogjuyJO|3|13-461-548-3364|6055.32|FURNITURE|nstructions. regular, final ideas cajole blithely. carefull
8109|Customer#000008109|2y6kg,vl,esW4|22|32-163-812-6640|8749.45|BUILDING|s across the carefully regula
8110|Customer#000008110|biYbuX7Nam2b3MEdj9TfOukixnC 0ihMu|14|24-148-584-8385|2090.33|BUILDING| ironic deposits. ironic, express patterns boost blithely about the carefully express requests. blithely 
8111|Customer#000008111|3Cztwr7 NMBEqFlUEzXQIE|23|33-226-352-1880|7151.38|FURNITURE|eas. final, bold instructions about the requests cajole furio
8112|Customer#000008112|6pwHvGSuJwE3MHesA|7|17-187-186-2148|5316.21|BUILDING|ses after the pinto beans x-ray at the carefully even excuses. slyly ironic requests sleep always slyly final theo
8113|Customer#000008113|Q85J8bDh7YpxgB1wKLXAFdd SB2,95Kj2a1|12|22-553-891-5041|5616.94|BUILDING|press theodolites wake about the foxes. 
8114|Customer#000008114|Zsa Wir1Ql34B9nDyOFo,Da5hrrhIz1sWW5NmVQX|0|10-514-417-8902|-97.17|HOUSEHOLD|ar dinos engage never! quickly regu
8115|Customer#000008115|lCxmdvqxlm1PPUINg9sHEln4j6EPcvZEmkw5r|2|12-412-275-3858|3871.95|MACHINERY|blithely along the furiously even instructions. ideas boost u
8116|Customer#000008116|SNl3hwHvg4fgvO79zwkycqKKS,V|22|32-254-262-8851|8851.20|MACHINERY|y ruthless instructions. furious, close requests are blithely about the deposits. slyly even depend
8117|Customer#000008117|pOOOMJj0Es6jYfkcRxFF9 wu648QUQl|10|20-550-327-1842|7220.25|BUILDING|fily in place of the regular instructions. slyly special deposits engage. slyly special re
8118|Customer#000008118|wDOHaL4jGXKl6uel7Ri2wwZ0zlW9vl|4|14-465-420-5536|7738.64|FURNITURE|tions are blithely final, pending pains. blithely express foxes sleep along the carefully expre
8119|Customer#000008119|3QBHjffQ8CsXPk0JtGrtJqcOfs6Y1d61|18|28-446-862-9979|8338.63|HOUSEHOLD|y regular ideas. fluffily final dolph
8120|Customer#000008120|Ob3KK0wgIH1,68xTB|6|16-598-273-4588|5412.71|HOUSEHOLD|gly regular instructions. regular pinto beans are
8121|Customer#000008121|YmxHFM4kHha4Lbc5SjWxYaDsuDnlU|24|34-702-637-7247|-525.06|AUTOMOBILE|even accounts eat blithely ironic asympto
8122|Customer#000008122|Gvi0sFeXTfcoIgNruHX1|17|27-427-829-4250|6189.78|FURNITURE|e slyly slyly regular accounts. slow ideas are slyly furiously bold ideas. regular dinos caj
8123|Customer#000008123|rb9JOScqHqAUE|14|24-939-457-8680|2676.08|FURNITURE|ons use slyly regular requests. quickly regular theodol
8124|Customer#000008124|t8oLN6znhZJ,4|12|22-537-136-6734|6877.44|AUTOMOBILE|fix blithely bold excuses. ideas haggle. final, regular packages wake. quiet packages 
8125|Customer#000008125|,BR0tVAT4bnXHEK5|1|11-197-480-4848|-800.69|MACHINERY|ould cajole according to the furiously regular pinto beans. platelets are slyly final theodolites. idle ide
8126|Customer#000008126|Vwikmrg2aFfXEmMHKcwPQV2O|19|29-921-190-8121|4689.06|AUTOMOBILE|o beans cajole slyly special instructions. carefully pending requests are fluffily. bold depos
8127|Customer#000008127|B8bkzVZ0T6L2aawedpjb1|1|11-450-380-1152|3098.86|MACHINERY|iously special instructions; fluffily dogged epitaphs according to the dependenci
8128|Customer#000008128|168nL8nCe97cH2tRYwyIldi,2e|8|18-560-246-8262|6563.13|HOUSEHOLD|eas. quickly regular accounts cajole furiously. furiously unusual accounts boost furiously requests. blithely e
8129|Customer#000008129|wfOLO0aKwk5LG,wKPvVO9dj|19|29-747-666-9172|7502.18|AUTOMOBILE| quickly final foxes. furiously regular ideas use furiously along the dogged instruction
8130|Customer#000008130|dCXSJpFueBFpfm aKrBcg|4|14-983-124-2624|5260.56|BUILDING|s thrash furiously after the foxes. deposits use furiously. express deposits across the s
8131|Customer#000008131|6kCxhVqgrisuc|4|14-398-827-7685|5266.67|BUILDING|quests. slyly final theodolites above the unusual, quiet deposits haggle ruthlessly after the furiously furious 
8132|Customer#000008132|ei,KltackIE|19|29-483-126-3951|8899.02|FURNITURE|onic instructions wake slyly among the blithely ironic foxes. blithely unusual requests nag carefu
8133|Customer#000008133|dmfb0AOhG7B|17|27-670-264-5650|7861.42|FURNITURE|theodolites run quickly. deposits serve quick
8134|Customer#000008134|Jz4iGQt1GmOS0eXWL074HxMpdj56tG2tsDAr5|9|19-950-321-6045|3906.48|FURNITURE|y above the stealthily pending 
8135|Customer#000008135|,hUC Q5AOD1Quh1esPRlndv5KWRL|20|30-751-481-7625|6254.13|HOUSEHOLD|longside of the final depths hang furiously along the quickly unusual requests.
8136|Customer#000008136|u8EW4p8KJazR6rS2jw KPjC|1|11-903-630-9537|6197.46|AUTOMOBILE| fluffily ironic dependencies are fluffily even deposits; spec
8137|Customer#000008137|1zR5xOyDS7xicT|16|26-196-708-8018|-260.19|AUTOMOBILE|. theodolites should sleep regular, bold accounts. quickly pending requests cajole instructions. accounts across 
8138|Customer#000008138|KDLwXNar4,ShJVy9alfGwttY6McJ3R4aupb8WB|10|20-715-380-6693|2888.72|HOUSEHOLD|ronic asymptotes. furiously regular requests are furiously finally special excuses. express,
8139|Customer#000008139|2Q T28ByfnSMc6Ni9W5Vtg|15|25-531-927-3257|5650.59|HOUSEHOLD|ounts breach furiously. carefully final packages doubt blithely. furio
8140|Customer#000008140|tOd1hUF5gmoc31rm|16|26-745-871-8462|4435.25|HOUSEHOLD|lithely pending packages boost slyly above the blithely even
8141|Customer#000008141|x9EDO2z3eRLkD5A|3|13-107-871-1184|5211.72|HOUSEHOLD|gle quickly never regular accounts. carefully pendi
8142|Customer#000008142|K9C 7bAIAvwHY D3|19|29-861-448-1184|9448.72|AUTOMOBILE| the slyly final instructions. furiously special deposits wake. furiously silent deposi
8143|Customer#000008143|0K1RcF6w10E,OlacYd9BSG2LZzXfhV|19|29-817-864-9367|6669.87|HOUSEHOLD|ully ironic excuses. final requests haggle quickly thinly regular deposits. requests cajole above the fina
8144|Customer#000008144|9iG6l5DGgcwlHLLyF3b3ygoKcRFtbJYH|16|26-562-253-3471|8521.53|HOUSEHOLD|into beans. fluffily regular platelets w
8145|Customer#000008145|6xg,aw8AaF0yst0fN|0|10-751-113-3460|-540.95|HOUSEHOLD|ent, regular ideas use carefully. 
8146|Customer#000008146|KS78BSAZavte9WWVvRODofTH8uUdA1QWL k|0|10-653-343-6014|3217.53|BUILDING|ickly. ironic accounts detect slyly special pinto beans. blithely 
8147|Customer#000008147|HGMovwOavz|11|21-623-771-9207|9984.55|BUILDING|oxes after the regular, dogged accounts sleep regular, ironic ideas. fluffily special dependencies run alongsi
8148|Customer#000008148|TXiH,OoN 9JceHrQXJ4VKXG5M|24|34-887-471-4471|3487.71|MACHINERY|y fluffily busy requests. furiously
8149|Customer#000008149|65Gt0BG6sLQJAu sJK|9|19-740-838-9416|7891.99|HOUSEHOLD|ly even deposits use blithely against the bold ideas. foxes 
8150|Customer#000008150|I,InOPGQKpwp5WxpGJ6zzY7c|0|10-923-375-2499|758.09|MACHINERY|; carefully final foxes haggle furiously slyly express packages. carefully regular requests run
8151|Customer#000008151|fmnOG0nhTYY,Lm46QFtRHIwqE5m15MKv|0|10-942-961-3151|1201.39|HOUSEHOLD|at the quickly silent pinto beans. carefull
8152|Customer#000008152|yykRI5LWbkMthT983wNoJslZQ4BHN4 M1ttF 1YM|12|22-469-736-5537|4742.68|MACHINERY| quickly regular packages integrate furiously. final, idle courts wake. fluffily express packages cajole sl
8153|Customer#000008153|217BcnhyXGb9ZbB3RrHh8Ne4HiIe6|16|26-154-297-8675|2276.63|MACHINERY|uses boost quickly platelets. slyly ironic packages across 
8154|Customer#000008154|v1SbSqDFubHurdyjZqG|12|22-105-271-8015|3307.97|BUILDING|press packages wake silently blithely pending courts. slyly even accounts sleep-- ironi
8155|Customer#000008155|JANbclKhiHEeALOuuG0r|2|12-971-290-7605|1081.86|FURNITURE|ests are across the quickly final instructions-- furiously regular packages cajole carefully. enticing r
8156|Customer#000008156|atn7knmFwqpDmhSWMceJ5vdZih4v7fGJrKRwe,|11|21-143-990-9332|8833.41|HOUSEHOLD| sleep fluffily among the quietl
8157|Customer#000008157|x7dxhmiOWBAyppyqH|22|32-500-388-1385|5193.82|HOUSEHOLD| instructions. deposits against the carefully regula
8158|Customer#000008158|BDAfZRi9 KN7S4Y|9|19-844-815-8438|5595.12|HOUSEHOLD|eposits. deposits cajole-- packages along the pinto beans wake carefully
8159|Customer#000008159|uvbeYTXRGmZ|9|19-804-470-6330|7188.18|FURNITURE|gular ideas along the quietly final foxes breach against the carefu
8160|Customer#000008160|GO VPMd,n2J3TpEiYrga0nVty1bM8toK4EEnwT|4|14-673-630-2577|7730.14|BUILDING|. pending, even packages nag furiously along the furiously ironic epitaphs. carefully 
8161|Customer#000008161|6F3tRG0CG8kMzhPrBH|19|29-610-361-8128|8482.07|FURNITURE|gular packages. furiously ironic excuses believe quickly. ideas about the ironic, regular foxes sle
8162|Customer#000008162|8WLPTtBTrDDsWHNpPrKPsYsNkIJa|0|10-293-137-4729|7254.35|MACHINERY|es. even foxes wake. final accounts do nag blithely express ideas. carefully unusual re
8163|Customer#000008163|KClpYVDUX8IEA4M6dHWGNXzl8T2MjmUI|4|14-387-992-4207|8961.65|HOUSEHOLD| even accounts. blithely regular deposits boost asymptotes. requests po
8164|Customer#000008164|KZb5Fh2bdTZP3|11|21-263-905-5108|4549.00|AUTOMOBILE|ajole furiously quick packages. silent ideas cajole along the slyly blithe
8165|Customer#000008165|BsXNnZKUv3g|21|31-893-145-8542|3091.30|FURNITURE|arefully after the carefully idle requests. final, r
8166|Customer#000008166|Axj81SYm,GMggDbIbz6TQcq10|21|31-820-372-3941|393.99|HOUSEHOLD|nst the ironic asymptotes. special
8167|Customer#000008167|ejXGrDYtDLtVAkjkYpL4|11|21-953-478-3655|8764.05|BUILDING|ests. packages except the blithely final dependencies boost furiously about the furiously express instructions. 
8168|Customer#000008168|KR9Y5RX4CZFca58uY3|24|34-158-883-3174|5478.86|HOUSEHOLD|sly ironic asymptotes. slyly ironic notornis above the instructions cajole regular depo
8169|Customer#000008169|k1h8OonOI,EA3clLwk2hw3CoTbX9T67Z|20|30-280-587-1311|168.47|HOUSEHOLD|nic deposits after the bold deposits doubt bravely according to the slyly ironic requests. blithely express pa
8170|Customer#000008170|XgVAUJNSCif|13|23-767-400-8002|2480.69|AUTOMOBILE| blithely unusual foxes integrate furiously blithely even accounts. platelets cajole deposit
8171|Customer#000008171|NP VtROxs1SHQNFCVqPcnQ|3|13-188-130-6742|958.78|MACHINERY|eas should use at the special requests. regular requests wake slyly final accounts-- thi
8172|Customer#000008172|dfFh,2 2GRHX7JwX9jELnfoAIyZF0On|3|13-813-708-5641|8158.35|BUILDING|he express, express instructions wake stealthily furiously ev
8173|Customer#000008173|erXBSWJj6kcM7D4Of6g46BwovmQRntFwO0 N28nf|21|31-650-798-8888|527.23|AUTOMOBILE|xpress packages-- unusual packages wake. slyly regular ide
8174|Customer#000008174|y5H3yAExJR|2|12-989-928-7582|4041.12|BUILDING| ironic theodolites use above the blithely regular foxes-- bold foxes haggle furiousl
8175|Customer#000008175|F zxNgUL4aqIa4Eputo5A5q q3JKZ|22|32-832-874-3647|3073.47|MACHINERY|refully even ideas. furiously bold deposits could
8176|Customer#000008176|uvYOuO1mpvvTNCT39hzqBHxF|16|26-637-349-3146|8797.99|HOUSEHOLD|ut the pending requests. pending, express
8177|Customer#000008177|UugaQOSxJoO 41zeouoJHzGhtTOE5|18|28-358-170-4387|3826.47|HOUSEHOLD|equests sublate slyly blithely regular packages. bold dep
8178|Customer#000008178|xPTSgJDCF4VkTekRPVEflPdn90aEIKTC2|20|30-846-928-3750|3395.48|HOUSEHOLD|y ironic packages solve alongside of the fluffily final theodolites. 
8179|Customer#000008179|m04ddvHRmxD8vQTZPj3B9nZbKBwNAMU0fOVnMPG|3|13-719-620-8066|8763.89|HOUSEHOLD|un among the quickly express d
8180|Customer#000008180|y3LiemRM9uh9S1qL4zTuV|22|32-520-604-5730|2819.37|AUTOMOBILE|onic accounts haggle above the slyly quiet warthogs. slyly even pinto beans cajo
8181|Customer#000008181|aPYvV7Bdyw0WjwTePJfIFDmf|17|27-244-658-3850|6049.60|BUILDING|elets. bold instructions haggle slyly. slyly regular packages sleep. final deposits cajole. carefully regular 
8182|Customer#000008182|TMGhtcAS,e5h7tBX6nvCA7wIss0|23|33-378-409-6267|724.95|BUILDING|lent deposits. furiously final accounts haggle furiously along the ruthlessly busy instructions. car
8183|Customer#000008183|x48VKIrtt9|9|19-971-667-6856|5140.15|HOUSEHOLD| platelets. unusual requests use furiously enti
8184|Customer#000008184|sTFUIyyeH3Bpguj6|0|10-395-383-6981|5457.88|HOUSEHOLD|ular foxes. regular packages sleep blithely after the carefully express deposits: r
8185|Customer#000008185|iWC kbu1MtMnrUP|18|28-857-304-4027|-431.80|FURNITURE| the final requests. quickly regular platelets
8186|Customer#000008186|w7PW2PIvOELbWdiW|17|27-832-123-1726|716.00|MACHINERY|ost furiously: ironic foxes x-ray slyly about the silent accounts. sly
8187|Customer#000008187|gz OBFhD3MykT5LHir9om|2|12-565-423-5083|8696.30|BUILDING| carefully regular requests sleep ideas. ironic accounts wake blithely. ruthless
8188|Customer#000008188|LziDa3DFxqzA|3|13-885-153-6592|-272.27|HOUSEHOLD|ironic instructions. ironic accounts cajole fluffily express instructions. packages cajole according to the quic
8189|Customer#000008189|M0 Jxnc8Oaa2BHTJ74T68f72I toV5nDYIBL2QjL|0|10-292-373-4852|8964.11|MACHINERY| requests cajole quickly. bold theodolites alongside of the regular instructions integrate furiously among the
8190|Customer#000008190|vFprHmhCLfK8XoCt,qo|3|13-327-950-7401|1787.52|MACHINERY|xes are ironic pinto beans. instructions about the slyly final ideas a
8191|Customer#000008191|sNPETBeIAKNZk8neKQYbox5GsLz2SRO2X0LA1|2|12-372-859-4863|-152.32|BUILDING|theodolites. final pains detect about the excuses. epita
8192|Customer#000008192|Q9QTXdVEeLbiSvoYT5KnbfNOf8NJdDG|15|25-225-922-4903|823.17|AUTOMOBILE|ly according to the even accounts. finally 
8193|Customer#000008193|f n3DCPKxcMazlN8Mx|4|14-914-108-8288|6031.58|FURNITURE|. ironic theodolites boost blithely up the furiously regular pinto beans
8194|Customer#000008194|2Q2GJh3TOEsZ 4R,paaHidMNwzTpo|0|10-315-846-3339|5819.82|FURNITURE| sleep carefully furiously unusua
8195|Customer#000008195|FxJc00t8eeb8TdxR4Ge3Qa7i2iHJo|0|10-384-490-8082|-341.95|MACHINERY|ove the boldly pending pinto beans. quickly final deposits wake slyly. blit
8196|Customer#000008196|tVIKuLki25Aj7qrMhCPBPIIR2yTpvJpbg6UGaz2p|16|26-772-666-8479|3843.38|BUILDING|efully final dependencies. quickly regular packages integrate furio
8197|Customer#000008197|tQbKT474dKAfuNffxf f|11|21-285-907-7032|1632.15|FURNITURE|ep fluffily. never silent instructions grow slyly quick
8198|Customer#000008198|kOOZz0jEl39KZfEqXg z7sF|16|26-607-955-4780|6476.88|HOUSEHOLD| packages around the busily final packag
8199|Customer#000008199|p2gBoHA Y XkDjAqDl36ggBAmp|5|15-212-680-7134|9901.88|BUILDING|ously express pains. slyly iron
8200|Customer#000008200|ZrX5fKll2yMN1NiHbYPfAOaKrLQ|5|15-807-772-7519|-16.22|BUILDING|blithely special accounts sleep along t
8201|Customer#000008201|zO57ivh 54hHGThmcTpXD|19|29-597-800-1449|355.18|MACHINERY|e blithely. carefully regular excuses nag carefully quickly unusual instructions. slyly regular theod
8202|Customer#000008202|pd7gHkZglWeOvsd7Y3zRbEBzMnI7UXfO|23|33-493-447-7255|5456.56|BUILDING|press theodolites shall have to use. silent instru
8203|Customer#000008203|uXS3nUsGoVxP|3|13-640-975-4205|-638.47|FURNITURE| haggle along the slyly unusual requests. caref
8204|Customer#000008204|jvE0qXGqfwIr9ELeFbH5deXElm R5Uy24YK6h|12|22-961-107-9403|3159.77|AUTOMOBILE|long the bold packages. final, bold packages are carefully above the ironic, ironic pinto beans. enticingly expre
8205|Customer#000008205|17qwpffGDdqbLNPt87aX|20|30-368-199-1941|7309.81|MACHINERY|ole about the ironic, ironic theodolites. furiously final pearls eat furi
8206|Customer#000008206|mEZCm82uPs0Z0Wm1xq|1|11-571-859-1370|6046.36|AUTOMOBILE|leep fluffily special deposits. blithely even requests hagg
8207|Customer#000008207|7eymm7ZCPS6mGHsyXSFolSU9zVOMV|2|12-248-888-1281|1147.64|HOUSEHOLD|lar, ironic theodolites haggl
8208|Customer#000008208|kNhs8wOO2VAf|9|19-267-498-6187|3269.93|MACHINERY| slyly unusual deposits about the even requests detect fluffily after the bold requests
8209|Customer#000008209|9,q4oa9ZaMh9q5TJ5Wk|16|26-712-362-9009|-346.13|MACHINERY|yly carefully pending pinto beans. furiously ironic dependencies above the blithely busy depo
8210|Customer#000008210|eOhxE1V 9y|22|32-818-768-1996|-465.17|MACHINERY|und the quickly silent accounts. dependencies cajole quickly according to the slyly express grouches
8211|Customer#000008211|Kj4mxmzt5F30Lj0Mn|6|16-161-576-2899|861.63|MACHINERY|use carefully about the carefully ironic requests. ironic, ironic requ
8212|Customer#000008212|yINKEnhkJ54Zsd6bpJNR78mQ2oKI57upRJ|19|29-892-817-1453|3307.10|MACHINERY|even deposits affix carefully. carefully even foxes cajole again
8213|Customer#000008213|yDhoXBPHZaGYCHn8rSN7SxPTZyOEFW8wt8ZmkxW|19|29-241-547-6671|8343.84|FURNITURE|nto beans. thinly silent accounts sleep even dolphins. e
8214|Customer#000008214|o 0w4RzgQMszTfpa5Acq9ZKttWE|19|29-898-669-4779|4999.19|FURNITURE|deas wake furiously fluffily final platelets. furiously ironic deposits integrate. thinly express t
8215|Customer#000008215|uL51 uzZeqqkndjgvLBq|1|11-609-734-5108|1432.68|AUTOMOBILE| across the furiously ironic requests cajole about the regular foxes. foxes haggle furiously. carefully ent
8216|Customer#000008216|O39u2se6tUfkYd8j3f|8|18-334-171-3197|8982.74|MACHINERY|furiously special asymptotes boost ruthlessly above the blithely unusual instructions. quickly ironic
8217|Customer#000008217|FtIZIeyalKXJz1vdeXe|2|12-880-425-5561|6949.76|BUILDING|l, pending pinto beans. quickly final escapades sleep furiously accounts. blithely even pinto beans wake slyly expre
8218|Customer#000008218|a9AxRYg9xHwu|18|28-496-133-6876|4650.31|BUILDING|ly pending pinto beans. regular, ev
8219|Customer#000008219|anKybMqF3g6utTMjzd3yroMrUAj85HiSg8S4|10|20-912-785-8549|683.26|BUILDING|ideas about the even requests sleep
8220|Customer#000008220|jkW4WN2hQaHJMeF|20|30-963-878-3392|8492.13|MACHINERY|ial ideas across the bold deposits are carefully alongside of the quickly even ideas. instructions de
8221|Customer#000008221|rKl ,bxs9wFhcwgseMSQUcaw8bu,mQ|16|26-283-322-8580|276.01|HOUSEHOLD|le regular deposits. deposits boost according to the pinto beans. regular packages wake carefully.
8222|Customer#000008222|noksHcraH02MGAd6wp8zJfXwN|12|22-864-430-5802|5858.72|BUILDING|. regular packages are. quickly unusual ac
8223|Customer#000008223|gJhydPabs LG7UyQh|0|10-840-910-2305|4508.63|FURNITURE|al pinto beans. even ideas detect slyly close pint
8224|Customer#000008224|wghjQRL5pncDwTYAEt03IUhFJtWb3xu0GMbKxalx|19|29-964-262-5057|6477.17|FURNITURE|arthogs boost carefully. carefully final accou
8225|Customer#000008225|D7OsoyboPNZQYUobzFvu vYudU5JBYrYgi3v7PzM|18|28-393-815-5901|3808.59|AUTOMOBILE|leep. furiously unusual dependencies sleep fluffily regularly bold platelets. 
8226|Customer#000008226|S3T8HoZ0VedKXlAybh1CMtH6ZhJZ6gImF1p4VN|7|17-857-155-7859|-57.63|BUILDING| even platelets. ironic deposits are about the fluffily ironic excuses. platele
8227|Customer#000008227|vuBT,gAj0Eb umfwCKPn|2|12-788-174-3178|8333.90|MACHINERY| cajole carefully sly deposits. blithely ironic instructions sleep furiously. carefully thin accounts
8228|Customer#000008228|5hR4Ba6073MQiFzkzDUSbfl80hl5|3|13-512-626-6926|2863.52|BUILDING|fluffily regular escapades wake 
8229|Customer#000008229|ct4RWpTgcPkoaA0oIR8vwU6nehzDkmaO5A4v|10|20-268-700-2190|117.19|MACHINERY|y pending excuses haggle. silent packages cajole blithely. ca
8230|Customer#000008230|tszYCFl6ClWPxMe j|2|12-673-555-6576|9526.84|FURNITURE| the ironic instructions. carefully final foxes across
8231|Customer#000008231|czMej4fiRc61PJ3CpduVJ82hjSi28ukCCigVp7|6|16-138-458-3548|-303.27|AUTOMOBILE|s cajole furiously around the fluffily final accounts. 
8232|Customer#000008232|UrHcHIOjEU,CNgf|9|19-662-617-5721|4886.28|HOUSEHOLD|ronic packages use furiously quickly iron
8233|Customer#000008233|Ow7GMiqU1NVmD|9|19-134-394-7331|6632.79|HOUSEHOLD|press excuses are carefully at the slyly special requests. pending, re
8234|Customer#000008234|0FqQMzffG2PQWKDiZMb4RPsLMiVX|11|21-405-507-2302|1307.57|AUTOMOBILE|rets: packages wake carefully slyly brave packages. furiously fin
8235|Customer#000008235|Tef3FpFclTOZhL6fk42MKjvWlD8|18|28-484-685-2970|7363.84|BUILDING|es. instructions boost above the furiously careful excuses. ideas sleep furiou
8236|Customer#000008236|5 NmBKGxTFCrAlyxD|7|17-700-806-9008|1032.22|HOUSEHOLD|ronic accounts. slyly thin packages might sleep pinto beans! furiously even dependenci
8237|Customer#000008237|noccZV2l7PgTKCLOowemZEir|4|14-136-209-6373|-569.45|MACHINERY|quests against the ironic theodolites haggle furiously pinto beans. packag
8238|Customer#000008238|dlUGigKKs5exzX,1FHjSo|19|29-120-735-9415|8118.93|BUILDING| packages. carefully pending instructions are slyly across the slyly special
